variable,y,merger,geography,segment,product,year,date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,order
v2,50.75,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,0.15642000511736,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,97518163.5,435716435.933177,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10
v2,50.75,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,0.15642000511736,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,83963784.5,384550358.747404,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10
v2,50.75,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,0.15642000511736,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,79516337,404229205.319419,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10
v3,25566600.7485017,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,6.39304415857621,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,97518163.5,435716435.933177,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v3,25020661.3319406,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,6.39304415857621,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,83963784.5,384550358.747404,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v3,24578714.1324249,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,6.39304415857621,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,79516337,404229205.319419,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v4,11914077.4667548,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,6.39304415857621,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,97518163.5,435716435.933177,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v4,8950303.3430831,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,6.39304415857621,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,83963784.5,384550358.747404,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v4,9185136.13692303,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,6.39304415857621,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,79516337,404229205.319419,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,10
v5,3022864.26010901,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,6.39304415857621,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,97518163.5,435716435.933177,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v5,2667890.030772,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,6.39304415857621,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,83963784.5,384550358.747404,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v5,2804415.70911899,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,6.39304415857621,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,79516337,404229205.319419,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v6,2785554415.53826,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,6.39304415857621,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,97518163.5,435716435.933177,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v6,2458447424.6685,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,6.39304415857621,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,83963784.5,384550358.747404,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v6,2584255159.79324,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,6.39304415857621,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,0.02495624608546,79516337,404229205.319419,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,10
v9,0.1420344645183,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,10/01/13,71601330.8821011,51.2,27792992.6178359,11765736.8737715,3285148.80018999,3088863071.43726,0.15642000511736,7828257,0.165672295538,0.23417648887796,0.19222431703951,0.24990436569666,0.18931731378612,0.22403778529734,0.15406241637887,0.17262817684333,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,97518163.5,435716435.933177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
v9,0.1183167405071,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,10/01/13,75321505.7798337,51.2,24466763.1268774,8369737.72832441,2274438.38375382,2138542014.1183,0.15642000511736,7828257,0.11715942927281,0.25340688447723,0.15722851503741,0.29195738601518,0.19923623978244,0.2510029275966,0.11153395222308,0.14055857966942,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,83963784.5,384550358.747404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
v9,0.11997733693464,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,10/01/13,76577274.3534729,51.2,24517410.3126018,8646614.70656136,2296522.81605619,2159306914.44443,0.15642000511736,7828257,0.10838470146399,0.27291995693684,0.162602742336,0.31751469851473,0.289743831591,0.30129539290097,0.10593140604387,0.14939983867857,4286803,49700,2989136,799262,520481,284743,648252,98.772,40.070129,79516337,404229205.319419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
v1,72992130.6084207,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11
v1,74886431.1619095,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11
v1,76767401.8248348,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11
v10,0.24826376632351,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v10,0.24668272688148,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v10,0.29709082209926,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v11,0.18080864452019,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,5.75637976767587,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v11,0.16252427257404,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,5.75637976767587,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v11,0.16407482083962,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,5.75637976767587,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v12,0.24814066847449,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v12,0.28783506806928,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v12,0.32768771688544,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v13,0.1823572112221,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v13,0.21500684895182,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v13,0.30288794358916,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v14,0.25705156713638,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v14,0.26080260294103,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v14,0.30638236697234,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,11
v15,0.13787315010631,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,11
v15,0.10563213935919,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,11
v15,0.09500586372918,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,11
v16,0.20595395803097,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,11
v16,0.14184750271264,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,11
v16,0.17194288102434,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,11
v2,48.25,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,0.17372029649874,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,97518163.5,459781583.644341,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11
v2,48.25,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,0.17372029649874,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,83963784.5,390440125.64405,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11
v2,48.25,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,0.17372029649874,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,37.409211,79516337,374274290.711609,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11
v3,27482178.6374783,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,5.75637976767587,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,0.0267313844176,97518163.5,459781583.644341,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,11
v3,26297946.9164534,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,5.75637976767587,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,0.0267313844176,83963784.5,390440125.64405,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,11
v3,24154028.7545555,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,11/01/13,76707174.5825714,50.75,24578714.1324249,9185136.13692303,2804415.70911899,2584255159.79324,5.75637976767587,7048664,0.11997733693464,0.28697268111564,0.15830327762946,0.32365700690205,0.28985888147644,0.30158625069991,0.10064032972238,0.17275691722393,37152,0,1302482,620734,406857,70654,447516,98.87284,0.0267313844176,79516337,374274290.711609,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,11
v4,14098467.085922,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,11/01/13,72969807.9380289,50.75,25566600.7485017,11914077.4667548,3022864.26010901,2785554415.53826,5.75637976767587,7048664,0.1420344645183,0.25373550221647,0.18910260918437,0.24621412811862,0.17041013667935,0.23526414471042,0.14103662247286,0.16164784945826,37152,0,1302482,620734,406857,70654,447516,98.87284,0.0267313844176,97518163.5,459781583.644341,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,11
v4,10121134.6576904,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,11/01/13,74515196.7233777,50.75,25020661.3319406,8950303.3430831,2667890.030772,2458447424.6685,5.75637976767587,7048664,0.1183167405071,0.24975345707047,0.15742464358733,0.28253014706836,0.21204665645225,0.24866196331955,0.1141844380847,0.13507758505217,37152,0,1302482,620734,406857,70654,447516,98.87284,0.0267313844176,83963784.5,390440125.64405,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,11
