variable,y,merger,geography,segment,product,year,date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,order
v1,76257436.3216107,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v1,74169920.6646688,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v1,81452139.2308388,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v10,0.23453160367891,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v10,0.2925091673244,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v10,0.31433695125081,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v11,0.19399305175955,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,5.32267139963842,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v11,0.18153557840983,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,5.32267139963842,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v11,0.1733412074371,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,5.32267139963842,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v12,0.3129685133982,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v12,0.32522057916212,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v12,0.35925458058145,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v13,0.20760784959963,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v13,0.24686427053985,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v13,0.33264289198946,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v14,0.27338900794211,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v14,0.269021398521,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v14,0.31427188587302,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,26
v15,0.13391890718577,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,26
v15,0.07725876869197,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,26
v15,0.1034977083268,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,26
v16,0.1173362431652,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,26
v16,0.11212545966026,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,26
v16,0.13155782333559,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,26
v2,53.5,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,26
v2,53.5,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,26
v2,53.5,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,26
v3,32073562.3173096,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,5.32267139963842,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,99516744.5,522555762.718962,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v3,31330993.0801281,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,5.32267139963842,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84040663.5,420901384.93175,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v3,28539599.6270203,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,5.32267139963842,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84033105,390165852.349288,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v4,13304403.2361706,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,5.32267139963842,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,99516744.5,522555762.718962,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v4,12339050.5410868,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,5.32267139963842,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84040663.5,420901384.93175,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v4,10021367.0119571,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,5.32267139963842,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84033105,390165852.349288,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,26
v5,2986372.31204785,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,5.32267139963842,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,99516744.5,522555762.718962,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v5,2405424.13219695,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,5.32267139963842,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84040663.5,420901384.93175,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v5,2229772.5557552,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,5.32267139963842,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84033105,390165852.349288,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v6,2781392612.94046,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,5.32267139963842,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,99516744.5,522555762.718962,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v6,2240319763.64443,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,5.32267139963842,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84040663.5,420901384.93175,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v6,2076724623.41511,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,5.32267139963842,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,0.02843083807714,84033105,390165852.349288,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,26
v9,0.14204376790248,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,02/01/15,72734567.1875176,50.25,33339431.7170458,14056291.4588955,3545845.62347118,3353609832.49291,0.18787558444204,7098437,0.12670786999364,0.26847034041321,0.1672714002339,0.27938051855058,0.24521709959586,0.2828153434067,0.14499160950384,0.10731899535421,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,99516744.5,522555762.718962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v9,0.09515659032364,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,02/01/15,74101871.1317635,50.25,26820693.9824318,9052006.77864346,1979106.45667006,1871810444.51154,0.18787558444204,7098437,0.10227436527791,0.25535824765239,0.16574208513075,0.29331449057979,0.21257499063085,0.25026398773319,0.09548266987268,0.11673203570934,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84040663.5,420901384.93175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v9,0.09668445291069,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,02/01/15,81398790.6750791,50.25,28388263.9718368,10732221.7212643,2245791.91985876,2124037722.99555,0.18787558444204,7098437,0.10478598267725,0.30327010204855,0.17004046048506,0.34912249956549,0.32836448321522,0.31655073448333,0.09873562240999,0.13998001597694,4896,0,0,520556,619307,1322,74660,101.0806,35.173075,84033105,390165852.349288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
v1,83221893.1866025,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,03/01/15,76257436.3216107,53.5,32073562.3173096,13304403.2361706,2986372.31204785,2781392612.94046,0.14457768238687,9224266,0.14204376790248,0.23453160367891,0.19399305175955,0.3129685133982,0.20760784959963,0.27338900794211,0.13391890718577,0.1173362431652,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,99516744.5,589325584.720433,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27
v1,75423118.1652796,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,03/01/15,74169920.6646688,53.5,31330993.0801281,12339050.5410868,2405424.13219695,2240319763.64443,0.14457768238687,9224266,0.09515659032364,0.2925091673244,0.18153557840983,0.32522057916212,0.24686427053985,0.269021398521,0.07725876869197,0.11212545966026,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,84040663.5,386510730.461934,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27
v1,81066228.3532412,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,03/01/15,81452139.2308388,53.5,28539599.6270203,10021367.0119571,2229772.5557552,2076724623.41511,0.14457768238687,9224266,0.09668445291069,0.31433695125081,0.1733412074371,0.35925458058145,0.33264289198946,0.31427188587302,0.1034977083268,0.13155782333559,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,84033105,357786684.817633,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27
v10,0.28116486050847,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,03/01/15,76257436.3216107,53.5,32073562.3173096,13304403.2361706,2986372.31204785,2781392612.94046,0.14457768238687,9224266,0.14204376790248,0.23453160367891,0.19399305175955,0.3129685133982,0.20760784959963,0.27338900794211,0.13391890718577,0.1173362431652,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,99516744.5,589325584.720433,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27
v10,0.29025285545067,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,03/01/15,74169920.6646688,53.5,31330993.0801281,12339050.5410868,2405424.13219695,2240319763.64443,0.14457768238687,9224266,0.09515659032364,0.2925091673244,0.18153557840983,0.32522057916212,0.24686427053985,0.269021398521,0.07725876869197,0.11212545966026,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,84040663.5,386510730.461934,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27
v10,0.31486039248651,merger,DOMESTIC AIR TRAVEL,AGE 50+,DELTA,TRAINING,03/01/15,81452139.2308388,53.5,28539599.6270203,10021367.0119571,2229772.5557552,2076724623.41511,0.14457768238687,9224266,0.09668445291069,0.31433695125081,0.1733412074371,0.35925458058145,0.33264289198946,0.31427188587302,0.1034977083268,0.13155782333559,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,84033105,357786684.817633,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27
v11,0.18697230221008,merger,DOMESTIC AIR TRAVEL,AGE 18-29,DELTA,TRAINING,03/01/15,76257436.3216107,53.5,32073562.3173096,13304403.2361706,2986372.31204785,2781392612.94046,6.91669684760984,9224266,0.14204376790248,0.23453160367891,0.19399305175955,0.3129685133982,0.20760784959963,0.27338900794211,0.13391890718577,0.1173362431652,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,99516744.5,589325584.720433,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27
v11,0.18223388662347,merger,DOMESTIC AIR TRAVEL,AGE 30-49,DELTA,TRAINING,03/01/15,74169920.6646688,53.5,31330993.0801281,12339050.5410868,2405424.13219695,2240319763.64443,6.91669684760984,9224266,0.09515659032364,0.2925091673244,0.18153557840983,0.32522057916212,0.24686427053985,0.269021398521,0.07725876869197,0.11212545966026,2267066,0,1141434,219484,799429,162752,214649,100.984,44.734107,84040663.5,386510730.461934,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,27
